DATETIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
SYN/0741,4.883064,2.341668,3.674450,3.612238,2.629688,2.933478,3.313398,96.187901,1,0.000000,0,34.904656,1,33.091189,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,31.697360,1,26.001407,1,0.000000,0,78.723340,1,3.479482,33.323342,27.006826,87.259768,26.594084,83.994403,19.121648,82.088036,19.176366,67.315435,29.191940,29.374861,0
SYN/0742,5.116628,2.379735,4.061662,3.776167,2.768559,3.398808,3.693296,104.324162,1,0.000000,0,0.000000,0,35.154787,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,83.669964,1,3.519306,33.440286,26.547852,87.077164,26.496625,84.223844,18.924135,81.589753,18.934075,67.417944,29.522199,28.431244,0
SYN/0743,5.877303,2.423115,4.328508,3.771009,3.124817,3.486615,3.716703,0.000000,0,0.000000,0,0.000000,0,35.932387,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,22.510201,1,0.000000,0,0.000000,0,83.898875,1,2.967223,33.806955,26.361974,87.722973,26.579054,84.301312,19.405421,81.512673,18.779485,67.159396,29.414486,28.380634,0
SYN/0744,5.039585,3.612006,4.178784,4.287589,2.905655,3.413103,3.810536,94.496833,1,0.000000,0,36.443924,1,38.342784,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,77.070125,1,3.372327,33.667027,26.938689,87.013096,26.608370,83.920338,19.052318,82.176349,18.730056,67.289480,29.741969,28.450628,0
SYN/0745,4.928261,3.777284,4.552136,3.990397,2.739452,3.925040,4.212013,94.804428,1,0.000000,0,30.701722,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,27.139391,1,0.000000,0,0.000000,0,81.454735,1,3.390403,33.554289,25.904320,87.796415,26.410377,84.265134,18.338978,81.627180,18.682954,67.512650,29.558181,28.538963,0
SYN/0746,5.172708,2.957494,4.482997,4.090138,2.991795,4.262867,3.763508,98.633137,1,0.000000,0,0.000000,0,38.368526,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,82.791410,1,3.648337,33.102136,26.110701,87.781201,26.409186,84.533582,18.993218,82.016937,18.748865,67.187805,29.640880,28.660155,0
SYN/0747,5.426651,4.061460,4.680151,4.089179,3.030471,4.003568,3.616507,102.847831,1,0.000000,0,35.333909,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,3.349816,32.872822,26.126588,87.758365,26.657163,84.004639,18.721303,82.557961,19.608914,67.444932,29.867784,29.031428,0
SYN/0748,6.297384,3.572049,4.282930,4.426506,2.866949,3.624434,3.845283,0.000000,0,0.000000,0,30.216299,1,39.249647,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,32.964395,1,0.000000,0,0.000000,0,75.948270,1,3.156198,33.121609,26.514085,87.623667,26.091889,84.277519,18.957396,82.058484,18.844099,66.904284,29.577483,28.293703,0
SYN/0749,5.360586,4.042594,4.867300,4.211017,3.048339,3.401123,4.382708,104.330711,1,0.000000,0,36.164932,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,3.842956,33.733695,26.705422,88.025396,26.592470,84.062885,18.944166,81.898284,19.556466,66.940203,29.544942,28.049740,0
SYN/0750,5.739846,3.685158,4.802706,4.240351,3.383400,4.401271,4.086739,0.000000,0,0.000000,0,36.031706,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,29.373080,1,0.000000,0,0.000000,0,81.304432,1,3.199273,33.399405,26.514788,87.675227,26.160757,84.060705,19.006376,82.384658,19.184378,67.728646,29.545637,28.376006,0
SYN/0751,5.663777,3.727235,4.464006,4.166369,3.175675,3.630836,4.304004,0.000000,0,0.000000,0,33.572105,1,42.875294,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,27.505654,1,0.000000,0,0.000000,0,82.741829,1,2.652570,33.757544,25.892716,87.995589,26.357393,84.659348,18.647846,82.577430,18.512702,66.561815,29.412931,28.870197,0
SYN/0752,5.870249,4.158009,4.789566,3.895754,3.213091,3.960863,3.904464,0.000000,0,0.000000,0,32.753529,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,3.024567,33.338877,26.887488,87.408916,25.819683,83.642430,18.415482,82.178709,19.464340,66.488012,29.165234,28.526708,0
SYN/0753,6.017205,3.250510,4.660083,3.962114,3.533564,3.896915,4.053980,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,33.187990,1,0.000000,0,0.000000,0,81.506189,1,2.581927,33.095332,26.363403,87.754120,26.669314,84.091120,19.123614,82.426237,18.773400,67.192899,29.337644,28.462108,0
SYN/0754,5.500869,4.081306,4.674583,4.115037,2.859251,3.480547,3.977907,0.000000,0,0.000000,0,36.667948,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,21.335066,1,0.000000,0,0.000000,0,0.000000,0,2.952024,33.473984,26.609303,87.910056,26.287375,84.483350,18.743480,82.004956,19.001231,67.353541,29.495494,28.175833,0
SYN/0755,4.768333,3.131873,4.594913,3.967585,2.926052,3.627302,3.865348,100.538919,1,0.000000,0,36.748031,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,80.323391,1,3.561722,33.545251,26.449785,87.448064,26.402882,83.862097,18.301018,81.968062,18.576439,67.423951,28.745405,28.587306,0
SYN/0756,5.836446,2.926861,4.199176,3.885269,2.900904,3.377448,3.498341,0.000000,0,0.000000,0,35.012341,1,32.897569,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,29.555529,1,37.190821,1,0.000000,0,84.248647,1,3.170432,33.961944,26.588720,87.601009,26.806008,84.268931,19.126487,82.428466,18.827756,66.972685,29.206856,28.635162,0
SYN/0757,4.807140,2.653023,3.806202,3.824022,2.571923,2.984571,3.374317,98.754358,1,0.000000,0,0.000000,0,36.802450,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,30.634237,1,32.930799,1,0.000000,0,79.574536,1,3.404858,33.549969,26.410763,87.740723,26.465604,84.611701,19.407363,81.664631,18.813533,67.339398,29.575598,28.377647,0
SYN/0758,5.026459,1.966617,3.994257,3.357939,2.751596,2.915213,3.532607,96.104141,1,0.000000,0,39.724287,1,33.301566,1,0.000000,0,0.000000,0,55.102135,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,85.177746,1,3.467114,33.085175,26.549590,88.135826,26.859079,83.869120,18.819382,81.990795,18.794435,67.214289,29.296770,28.225313,0
SYN/0759,5.131987,1.984888,3.676522,3.361912,2.710310,3.178388,3.593858,96.668297,1,0.000000,0,35.836385,1,28.270433,1,0.000000,0,0.000000,0,46.762922,1,0.000000,0,23.450409,1,0.000000,0,0.000000,0,78.543645,1,3.349240,33.866314,26.988877,87.919418,27.065762,83.992600,18.425975,81.984214,19.041458,66.543575,29.122063,28.255381,0
SYN/0760,4.873956,2.398228,3.621042,3.576155,2.311231,2.939060,3.100632,100.071125,1,0.000000,0,0.000000,0,42.072497,1,0.000000,0,0.000000,0,0.000000,0,29.275310,1,29.802348,1,30.922841,1,0.000000,0,76.908049,1,3.345525,33.170546,26.412977,87.654646,26.463308,84.365052,18.724526,81.986229,18.499006,67.185386,29.422772,28.140440,0
SYN/0761,4.670519,2.212131,3.897933,3.573846,2.365985,3.246130,3.418241,96.055545,1,0.000000,0,0.000000,0,39.734240,1,0.000000,0,0.000000,0,0.000000,0,34.338004,1,0.000000,0,29.002809,1,0.000000,0,84.632454,1,3.218991,33.668919,26.367873,87.166257,26.334344,84.659489,18.847989,82.271760,19.055316,66.965521,29.014973,28.154455,0
SYN/0762,5.135500,2.260695,3.279854,3.666792,2.142630,2.752163,3.316259,96.552831,1,0.000000,0,38.678837,1,40.687453,1,0.000000,0,0.000000,0,0.000000,0,36.660635,1,0.000000,0,24.183945,1,0.000000,0,77.359662,1,3.528036,33.128616,26.003958,87.937056,26.450322,84.182028,19.029506,82.291246,18.674422,66.981106,29.282380,28.824453,0
SYN/0763,4.696597,2.110820,3.930899,3.876473,2.525079,2.936203,3.702229,96.497940,1,0.000000,0,0.000000,0,38.859668,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,82.505310,1,3.468093,33.374529,27.187940,87.238990,26.283569,84.412477,18.595668,81.673538,19.139456,67.281558,29.545241,28.554547,0
SYN/0764,4.559341,2.206111,3.829867,3.709436,2.625364,2.788634,3.511498,94.573855,1,0.000000,0,42.706345,1,29.117303,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,80.598842,1,3.632051,33.690497,26.406226,87.708183,26.608475,84.172332,18.718429,82.222779,18.887539,66.475706,29.152249,28.355799,0
SYN/0765,4.786107,2.915893,4.877855,3.096104,2.648749,3.167322,3.381059,96.915698,1,0.000000,0,37.226267,1,0.000000,0,0.000000,0,0.000000,0,64.095714,1,0.000000,0,0.000000,0,28.476593,1,0.000000,0,81.544824,1,2.910994,33.285002,26.179457,87.419863,26.179048,84.213157,19.319208,82.039147,18.445619,66.790729,29.286885,28.075318,0
SYN/0766,5.041337,3.141240,3.827229,3.665227,2.564208,3.061112,3.537915,93.142126,1,0.000000,0,39.268038,1,37.829235,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,85.985435,1,3.286091,33.459731,26.125295,87.610437,26.580902,84.207811,18.757758,81.852785,18.903551,67.052214,29.054459,27.930814,0
SYN/0767,4.891944,2.240037,3.845801,3.637693,2.693134,3.170789,4.034713,97.512296,1,0.000000,0,37.350304,1,33.188490,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,88.983046,1,3.715297,32.789812,25.963895,87.671080,26.156840,84.364350,18.763881,81.641192,18.510623,67.355574,28.793114,28.813582,0
SYN/0768,5.522361,2.867437,3.778667,3.911173,2.702728,3.045465,4.081828,0.000000,0,0.000000,0,0.000000,0,33.477919,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,83.498033,1,2.892031,33.741305,26.816329,87.396738,27.221345,83.986216,18.688384,82.161997,18.932469,67.121545,29.645475,28.575789,0
SYN/0769,5.949132,3.185765,4.047180,3.767304,2.971911,3.775195,3.844823,0.000000,0,0.000000,0,42.242420,1,38.465024,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,28.699245,1,0.000000,0,0.000000,0,83.458531,1,2.990713,33.560125,26.627303,87.817334,26.725019,84.301831,18.652637,81.800454,18.938350,67.349438,29.610581,28.297435,0
SYN/0770,5.404650,2.930289,3.982571,3.966296,3.221631,3.779941,4.281627,95.026979,1,0.000000,0,0.000000,0,28.818651,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,83.544226,1,3.755503,33.654970,26.384345,87.412878,26.475292,84.696039,18.981920,81.967935,18.969108,67.114917,29.467738,28.425985,0
SYN/0771,5.429072,3.964086,3.897738,4.107852,2.916781,3.281990,3.787921,100.220013,1,0.000000,0,28.813140,1,36.510014,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,87.669312,1,3.117573,33.969132,26.216788,87.858731,26.411385,84.234703,19.078663,81.815994,19.040332,67.020238,29.453415,27.706449,0
SYN/0772,5.531812,4.198237,4.754813,4.237117,3.070471,4.435895,4.104098,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,2.737114,33.258816,25.817487,87.859929,26.472741,84.094726,18.810600,82.176341,18.655994,66.503330,29.012539,28.096959,0
SYN/0773,5.765558,4.144748,5.026112,3.762799,3.213832,3.798442,4.671062,0.000000,0,0.000000,0,33.389668,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,27.832954,1,0.000000,0,0.000000,0,0.000000,0,3.383798,33.913532,26.524622,87.627057,26.884676,83.866982,18.767747,82.513254,18.477618,67.089663,29.589399,28.524810,0
SYN/0774,6.044825,4.410271,4.743899,4.378013,2.914265,3.952738,4.581038,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,3.116877,33.205620,26.987741,87.645742,26.157587,83.809304,19.103242,82.212175,18.661097,67.238788,29.600282,28.541978,0
SYN/0775,5.472561,4.157283,4.837660,4.203314,2.923031,3.583653,4.101675,99.753146,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,3.162201,33.369782,26.303927,87.576723,26.685927,84.231942,19.084418,81.879448,18.912267,67.123690,28.983501,28.644903,0
SYN/0776,5.661829,3.407256,4.418958,3.979743,3.010824,4.460700,4.464461,0.000000,0,0.000000,0,0.000000,0,41.616671,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,84.573738,1,3.048698,33.509663,25.884256,88.026901,26.394050,84.157302,19.191480,82.059280,19.101153,67.281023,29.461136,28.593133,0
SYN/0777,5.216722,3.506093,4.808057,3.832404,2.869077,3.589666,4.013519,91.469112,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,30.923145,1,0.000000,0,0.000000,0,83.196246,1,3.789997,33.674017,26.205368,87.377979,26.295253,84.467118,18.652485,82.265212,18.991071,67.471318,29.718946,28.662797,0
SYN/0778,5.009396,3.644051,4.434642,3.875349,3.222445,3.704599,3.794110,96.261520,1,0.000000,0,0.000000,0,32.062443,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,81.214634,1,3.934194,33.479556,26.702087,87.435772,26.532307,83.920110,18.655740,81.932600,18.401440,67.147808,29.309172,28.570374,0
SYN/0779,4.935452,3.487748,4.812812,4.174952,3.258427,3.642139,3.733062,92.778689,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,78.363108,1,3.840744,33.331564,26.296851,87.914909,26.897432,84.641787,18.407066,82.144874,18.881035,67.084632,29.419970,28.885732,0
SYN/0780,5.511577,3.358765,4.262074,4.254118,2.719875,3.015212,3.646951,0.000000,0,0.000000,0,0.000000,0,39.325672,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,86.936450,1,3.276889,32.945886,26.799645,87.409444,26.897055,83.983199,19.046649,81.807915,18.691016,67.286659,29.004330,29.211725,0
SYN/0781,4.762424,2.359685,4.284013,3.980743,2.657614,3.049150,3.411997,97.790042,1,0.000000,0,0.000000,0,38.297249,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,30.758856,1,27.864861,1,0.000000,0,77.464880,1,3.356835,33.838712,26.060606,87.915073,26.077270,83.724432,18.451841,82.035042,19.018879,67.487778,29.763861,28.758810,0
SYN/0782,4.700465,2.263799,4.236338,3.934262,2.443772,3.638200,3.115933,97.387431,1,0.000000,0,0.000000,0,36.784312,1,0.000000,0,0.000000,0,0.000000,0,34.507668,1,0.000000,0,26.586303,1,0.000000,0,85.711119,1,3.753149,33.517956,26.644550,87.991340,26.314613,84.208939,18.568129,81.961282,19.263282,67.423564,29.440502,27.692030,0
SYN/0783,4.649709,2.475277,3.852383,3.594422,2.636386,2.986342,3.415651,103.539013,1,0.000000,0,25.983163,1,42.133063,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,33.000993,1,0.000000,0,79.034040,1,3.594801,33.385252,25.821248,87.419550,27.360631,83.653588,18.972315,81.927131,19.350926,66.766689,29.430391,28.705859,0
SYN/0784,4.713199,2.000158,3.846931,3.478293,2.477732,3.346201,3.434180,100.879641,1,0.000000,0,33.853147,1,38.277876,1,0.000000,0,0.000000,0,59.132025,1,32.666566,1,30.757419,1,26.324353,1,0.000000,0,78.861168,1,3.697268,33.345037,26.299263,87.376647,26.849736,84.460559,18.754756,82.205235,18.726429,66.998735,29.385087,28.692970,0
SYN/0785,4.449377,2.428217,4.562976,3.546846,2.517366,2.991787,3.409272,100.943561,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,28.555369,1,33.438174,1,0.000000,0,73.069516,1,3.459529,34.223447,26.654663,87.424756,26.484819,84.403958,18.373124,81.743182,18.919504,67.578346,29.268203,28.970105,0
SYN/0786,4.473703,0.845795,4.023143,3.608080,2.647237,3.209131,3.338350,96.618796,1,0.000000,0,27.755861,1,30.142768,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,29.615007,1,29.059934,1,0.000000,0,85.657186,1,3.052225,33.254552,26.021470,87.989709,26.626426,84.058027,18.736903,82.053878,18.426034,67.214222,29.235407,28.655892,0
SYN/0787,4.862754,1.989815,3.197816,3.460857,2.220328,3.040627,3.262315,101.560368,1,0.000000,0,44.413403,1,35.139718,1,0.000000,0,0.000000,0,51.707859,1,38.370749,1,0.000000,0,24.700177,1,0.000000,0,82.491418,1,3.518569,34.013765,26.925830,87.871379,26.336940,83.842255,19.126320,82.407860,18.191403,67.425888,29.323540,27.957299,0
SYN/0788,4.907806,2.670934,3.748185,3.328721,2.882611,2.866396,3.585484,99.162521,1,0.000000,0,0.000000,0,31.745481,1,0.000000,0,0.000000,0,43.110425,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,79.935326,1,3.587473,33.782902,26.629615,87.549163,26.522832,84.166946,18.837488,81.897577,18.764102,66.978256,29.059375,28.758774,0
SYN/0789,5.001324,3.184952,4.028013,3.504476,2.462581,3.160656,3.527732,95.782969,1,0.000000,0,37.961135,1,29.056705,1,0.000000,0,0.000000,0,0.000000,0,31.652311,1,0.000000,0,0.000000,0,0.000000,0,84.593353,1,3.141721,33.443907,25.741947,87.632755,26.679294,84.671288,18.364063,81.673582,18.843241,66.614483,29.451664,28.686901,0
SYN/0790,4.565614,2.653034,3.636337,3.925085,2.691329,3.057981,3.252372,95.685488,1,0.000000,0,31.991437,1,41.221970,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,30.718803,1,0.000000,0,84.175149,1,3.808127,33.204977,26.600240,87.493052,26.515490,84.657545,18.697790,82.277965,18.937138,67.041792,29.510221,28.574524,0
SYN/0791,4.723084,2.550255,3.782897,3.667031,2.991361,3.544899,3.309955,100.232265,1,0.000000,0,30.050273,1,34.774628,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,29.703553,1,30.581131,1,0.000000,0,84.319524,1,3.672715,33.594399,26.054504,87.928209,26.727071,84.504480,18.911109,81.977542,18.745372,67.783699,29.237266,28.144127,0
SYN/0792,5.088023,2.786749,4.577954,3.528802,2.687742,3.557157,3.953659,99.037379,1,0.000000,0,38.422226,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,27.442883,1,0.000000,0,0.000000,0,80.906639,1,3.557391,33.604078,26.142980,87.484496,26.599337,84.072460,18.459174,82.088467,19.050810,67.420560,29.559693,28.745492,0
SYN/0793,5.625662,3.238918,3.667853,4.109602,2.698982,3.290146,3.582846,0.000000,0,0.000000,0,34.997100,1,37.169615,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,83.066862,1,3.114973,33.357540,26.619028,87.788735,26.860547,84.413042,18.835816,81.492841,18.855994,67.202541,29.415359,27.596738,0
SYN/0794,5.653649,3.035180,4.605717,4.290137,2.899440,3.881545,3.906556,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,89.019228,1,3.122256,33.301670,26.041307,87.328556,26.267764,83.329675,18.697303,82.215022,18.822620,67.022413,28.913414,28.815123,0
SYN/0795,5.707097,3.560513,3.822087,3.913978,3.098876,3.844983,4.021230,0.000000,0,0.000000,0,0.000000,0,36.909443,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,88.821419,1,2.723759,34.467798,26.022954,87.715701,26.141547,84.291873,19.194637,82.009775,19.091924,66.972895,28.785041,28.688013,0
SYN/0796,5.642204,3.500975,4.423242,4.141124,2.896901,4.045586,4.284138,0.000000,0,0.000000,0,33.399006,1,33.137426,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,78.888530,1,2.772987,33.898410,26.212198,87.129630,26.188018,84.457013,19.128186,81.771250,18.610484,67.301905,29.794776,28.479360,0
SYN/0797,5.849234,4.122114,5.232271,3.858635,2.956033,3.831021,4.251875,0.000000,0,0.000000,0,35.429586,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,2.925987,34.017027,25.928976,87.411745,26.510802,84.009072,19.047205,81.983054,18.876795,67.135348,29.369086,28.112753,0
SYN/0798,5.752828,3.094636,4.398412,4.197841,3.337938,4.704825,4.014349,0.000000,0,0.000000,0,0.000000,0,34.437963,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,31.748896,1,0.000000,0,0.000000,0,84.990708,1,3.297588,33.277412,26.677473,87.843934,26.755346,84.672792,18.896861,82.099456,18.008382,67.434747,29.705876,28.906810,0
SYN/0799,5.401959,4.157559,4.891995,3.959594,3.300971,4.121875,3.746768,92.972204,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,3.541605,33.315789,26.298620,88.094551,25.991695,84.412809,19.272434,82.173651,19.391302,67.381555,29.515237,28.359981,0
SYN/0800,5.753813,3.965493,4.547460,3.911242,2.818963,3.988635,3.750347,0.000000,0,0.000000,0,35.315792,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,82.867361,1,2.931126,33.828736,26.331435,87.606402,26.206743,84.118815,19.547460,81.729884,18.931314,66.963653,28.735830,28.667691,0
SYN/0801,5.386716,3.693302,4.779758,4.059052,3.077792,3.593171,4.124208,100.481733,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,79.016703,1,3.642092,33.671989,26.473280,87.216710,26.602812,84.073534,19.410858,82.341064,18.684112,67.629721,29.503113,27.998509,0
SYN/0802,5.426508,4.054111,4.154048,3.936352,2.678031,3.389660,3.733152,104.696681,1,0.000000,0,0.000000,0,38.142087,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,3.416403,33.440519,26.242090,87.417608,26.352364,84.195425,18.949465,82.286023,18.792464,67.435452,29.222460,28.139591,0
SYN/0803,5.237983,3.392052,4.561668,4.169692,2.935686,3.855317,4.077283,106.312740,1,0.000000,0,37.042801,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,76.120782,1,3.797057,32.971341,26.181706,87.205358,26.236078,84.260558,19.270507,81.531702,18.632838,66.575287,29.218376,28.521568,0
SYN/0804,5.430123,2.152575,4.365166,3.605472,2.556762,3.520246,3.825429,97.697057,1,0.000000,0,0.000000,0,39.301431,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,35.348599,1,0.000000,0,0.000000,0,85.096309,1,3.275445,33.535022,26.090758,88.309081,27.046545,84.663966,18.926507,82.294210,18.784084,67.436660,29.276817,28.975411,0
SYN/0805,4.932329,2.654028,3.956514,3.760845,2.644715,3.516767,3.500275,98.232641,1,0.000000,0,0.000000,0,43.552946,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,27.140924,1,0.000000,0,0.000000,0,75.419943,1,3.769827,34.155665,26.166500,87.716271,26.380410,84.448123,18.541677,81.960463,19.136354,67.085339,28.911412,28.872496,0
SYN/0806,4.561207,2.631494,4.174793,3.673970,3.157487,3.470144,3.459530,98.133108,1,0.000000,0,33.263652,1,35.851607,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,27.718733,1,0.000000,0,77.883033,1,3.775155,33.856916,26.407780,87.439003,25.992079,84.438629,18.697033,81.664822,18.808779,66.999762,28.944584,28.085784,0
SYN/0807,4.947410,2.172038,4.070235,3.617174,2.797376,2.896803,3.463701,101.381610,1,0.000000,0,0.000000,0,28.185249,1,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,25.352332,1,0.000000,0,81.930618,1,3.771344,33.374233,26.763304,87.315025,26.382838,84.108156,19.358824,82.040098,18.260470,67.385496,29.953778,28.425078,0
SYN/0808,4.497863,2.652883,4.442869,3.709939,2.215591,3.293392,3.434431,99.315053,1,0.000000,0,30.754095,1,36.595111,1,0.000000,0,0.000000,0,0.000000,0,28.294329,1,0.000000,0,32.866424,1,0.000000,0,84.513790,1,3.254390,33.515357,26.606439,87.663060,25.963376,85.046779,18.963697,81.597875,18.894260,67.228744,29.698177,28.778143,0
SYN/0809,4.652884,1.538427,3.952039,3.181739,2.753271,2.797210,3.440622,95.597091,1,0.000000,0,0.000000,0,38.074128,1,0.000000,0,0.000000,0,50.177825,1,0.000000,0,0.000000,0,32.111423,1,0.000000,0,82.631702,1,3.473117,33.675936,26.276597,87.363121,26.628057,84.051880,19.337636,82.020297,18.387911,66.924360,29.100209,28.821876,0
SYN/0810,4.932062,2.175583,3.887022,3.482464,2.672080,3.155949,3.439995,99.995189,1,0.000000,0,0.000000,0,41.326635,1,0.000000,0,0.000000,0,45.594064,1,0.000000,0,24.414169,1,34.514270,1,0.000000,0,86.770170,1,3.478795,33.716771,27.115514,87.500956,26.395920,83.991548,18.599465,81.901053,18.633548,66.724923,29.336856,28.634936,0
SYN/0811,4.448265,2.162279,4.235581,3.226316,2.896556,2.814830,3.353810,99.409462,1,0.000000,0,31.868755,1,32.700430,1,0.000000,0,0.000000,0,51.618137,1,0.000000,0,26.530968,1,30.079177,1,0.000000,0,80.244883,1,3.053326,33.477954,26.864781,87.344089,26.769231,83.160691,18.659296,81.426883,19.170861,67.363633,29.089700,28.586783,0
SYN/0812,5.127500,2.850056,3.731853,3.098421,2.360484,3.296831,3.773369,105.198084,1,0.000000,0,30.088928,1,34.524370,1,0.000000,0,0.000000,0,53.971803,1,27.579971,1,25.697478,1,0.000000,0,0.000000,0,82.001846,1,3.717018,34.239834,26.178433,87.505803,26.286803,84.523817,19.240185,81.865703,19.419724,66.887330,29.708975,28.936357,0
SYN/0813,4.437973,2.665367,3.099643,3.752710,2.367547,3.316687,3.568155,98.167685,1,0.000000,0,0.000000,0,30.535994,1,0.000000,0,0.000000,0,0.000000,0,27.035227,1,26.169192,1,0.000000,0,0.000000,0,82.081496,1,2.686069,33.571014,26.363258,87.246973,26.370638,84.515241,18.607743,82.023655,18.903979,66.853338,29.702481,28.621152,0
